instance,config,seed,status,time_kernel,total_time,iterations,buckets,last_bucket,first_bucket,value,reopt_value,real_gap,proj_gap,num_frac
circ18dnonbal,config20,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,0.000000,3600,73,0,-1,-1,0.000000,0.000000,10.165581,12.056051,432
circ18dnonbal,config16,1,FOUND INTEGER FEASIBLE,28.723156,761.882138,43,11,3,1,1026.000000,1026.000000,0.000000,0.000000,0
circ18dnonbal,config16,2,FOUND INTEGER FEASIBLE,28.711960,774.463116,48,11,3,1,986.000000,986.000000,0.000000,0.000000,0
circ18dnonbal,config16,3,FOUND INTEGER FEASIBLE,29.522536,510.242400,30,11,2,1,1014.000000,1014.000000,0.000000,0.000000,0
circ18dnonbal,config17,1,FOUND INTEGER FEASIBLE,82.930799,1026.143140,71,12,3,0,1168.000000,1168.000000,0.000000,0.000000,0
circ18dnonbal,config17,2,FOUND INTEGER FEASIBLE,82.626397,1080.457065,78,12,3,0,1134.000000,1134.000000,0.000000,0.000000,0
circ18dnonbal,config17,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,82.720911,3600,253,12,12,0,0.000000,0.000000,11.500382,11.586379,454
circ18dnonbal,config21,1,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,144.764608,3600,254,11,11,0,0.000000,0.000000,8.589218,9.025631,411
circ18dnonbal,config21,2,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,144.085141,3600,274,11,11,0,0.000000,0.000000,7.773190,7.773190,431
circ18dnonbal,config21,3,FOUND INTEGER FEASIBLE,144.695846,3261.070431,233,11,10,0,1188.000000,1188.000000,0.000000,0.000000,0
circ18dnonbal,config23,1,FOUND INTEGER FEASIBLE,144.110997,1403.627154,119,11,4,0,1192.000000,1192.000000,0.000000,0.000000,0
circ18dnonbal,config23,2,FOUND INTEGER FEASIBLE,144.571921,1738.630066,144,11,5,0,1168.000000,1168.000000,0.000000,0.000000,0
circ18dnonbal,config23,3,FAILED TO FIND AN INTEGER FEASIBLE SOLUTION,143.961118,3600,254,11,11,0,0.000000,0.000000,10.263078,10.263078,429
circ18dnonbal,config19,1,FOUND INTEGER FEASIBLE,0.000000,1193.654206,0,0,-1,-1,932.000000,932.000000,0.000000,0.000000,0
circ18dnonbal,config19,2,FOUND INTEGER FEASIBLE,0.000000,1188.555972,0,0,-1,-1,932.000000,932.000000,0.000000,0.000000,0
circ18dnonbal,config19,3,FOUND INTEGER FEASIBLE,0.000000,1189.112824,0,0,-1,-1,932.000000,932.000000,0.000000,0.000000,0
